op_carrier_fl_num,origin_city_name,dest_city_name,cancellation_code,year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,origin_state_nm,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,origin,carrier_delay,dest,weather_delay,nas_delay,security_delay,late_aircraft_delay
700,"Los Angeles, CA","Fort Lauderdale, FL",,2024,9,6,5,2024/9/6,B6,California,Florida,2359,2359,0,23,22,748,4,813,752,-21,0,0,314,293,266,2343,LAX,0,FLL,0,0,0,0
2950,"Baltimore, MD","Atlanta, GA",,2024,4,1,1,2024/4/1,DL,Maryland,Georgia,600,611,11,14,625,758,6,801,804,3,0,0,121,113,93,577,BWI,0,ATL,0,0,0,0
655,"Albuquerque, NM","Seattle, WA",,2024,7,26,5,2024/7/26,AS,New Mexico,Washington,1953,1940,-13,13,1953,2134,20,2200,2154,-6,0,0,187,194,161,1180,ABQ,0,SEA,0,0,0,0
757,"Seattle, WA","Denver, CO",,2024,10,21,1,2024/10/21,UA,Washington,Colorado,1900,1854,-6,24,1918,2220,8,2240,2228,-12,0,0,160,154,122,1024,SEA,0,DEN,0,0,0,0
758,"Seattle, WA","Detroit, MI",,2024,12,9,1,2024/12/9,DL,Washington,Michigan,1159,1158,-1,30,1228,1911,9,1925,1920,-5,0,0,266,262,223,1927,SEA,0,DTW,0,0,0,0
2292,"Salt Lake City, UT","Denver, CO",,2024,5,10,5,2024/5/10,DL,Utah,Colorado,1022,1015,-7,33,1048,1152,12,1157,1204,7,0,0,95,109,64,391,SLC,0,DEN,0,0,0,0
1644,"Pittsburgh, PA","Atlanta, GA",,2024,1,12,5,2024/1/12,WN,Pennsylvania,Georgia,1610,1638,28,13,1651,1824,7,1755,1831,36,0,0,105,113,93,526,PIT,8,ATL,0,8,0,20
4633,"Boise, ID","Los Angeles, CA",,2024,7,20,6,2024/7/20,OO,Idaho,California,1415,1410,-5,16,1426,1511,13,1533,1524,-9,0,0,138,134,105,674,BOI,0,LAX,0,0,0,0
4939,"St. Louis, MO","New York, NY",,2024,2,17,6,2024/2/17,9E,Missouri,New York,910,905,-5,31,936,1215,7,1229,1222,-7,0,0,139,137,99,888,STL,0,LGA,0,0,0,0
2565,"Houston, TX","Kansas City, MO",,2024,4,9,2,2024/4/9,WN,Texas,Missouri,2130,2150,20,16,2206,2328,4,2335,2332,-3,0,0,125,102,82,666,HOU,0,MCI,0,0,0,0
1751,"Fort Myers, FL","Indianapolis, IN",,2024,3,22,5,2024/3/22,WN,Florida,Indiana,2050,2218,88,12,2230,29,3,2325,32,67,0,0,155,134,119,945,RSW,10,IND,0,0,0,57
1898,"Dallas/Fort Worth, TX","Oklahoma City, OK",,2024,5,8,3,2024/5/8,AA,Texas,Oklahoma,1022,1030,8,24,1054,1128,5,1143,1133,-10,0,0,81,63,34,175,DFW,0,OKC,0,0,0,0
5071,"Lafayette, LA","Atlanta, GA",,2024,3,23,6,2024/3/23,9E,Louisiana,Georgia,617,612,-5,11,623,843,19,905,902,-3,0,0,108,110,80,503,LFT,0,ATL,0,0,0,0
1388,"Austin, TX","San Francisco, CA",,2024,5,30,4,2024/5/30,UA,Texas,California,2000,2007,7,21,2028,2149,5,2145,2154,9,0,0,225,227,201,1504,AUS,0,SFO,0,0,0,0
648,"Grand Rapids, MI","Las Vegas, NV",,2024,12,2,1,2024/12/2,WN,Michigan,Nevada,1515,1516,1,35,1551,1634,3,1625,1637,12,0,0,250,261,223,1642,GRR,0,LAS,0,0,0,0
2897,"Dallas/Fort Worth, TX","St. Louis, MO",,2024,10,30,3,2024/10/30,AA,Texas,Missouri,700,653,-7,19,712,826,6,845,832,-13,0,0,105,99,74,550,DFW,0,STL,0,0,0,0
1216,"Houston, TX","Los Angeles, CA",,2024,9,8,7,2024/9/8,DL,Texas,California,600,552,-8,10,602,701,11,719,712,-7,0,0,199,200,179,1379,IAH,0,LAX,0,0,0,0
775,"Atlanta, GA","Cleveland, OH",,2024,9,7,6,2024/9/7,DL,Georgia,Ohio,1215,1207,-8,14,1221,1333,9,1357,1342,-15,0,0,102,95,72,554,ATL,0,CLE,0,0,0,0
4780,"Fort Lauderdale, FL","Baltimore, MD",,2024,11,3,7,2024/11/3,WN,Florida,Maryland,2055,2107,12,14,2121,2332,5,2325,2337,12,0,0,150,150,131,925,FLL,0,BWI,0,0,0,0
363,"Dallas/Fort Worth, TX","Los Angeles, CA",,2024,9,19,4,2024/9/19,NK,Texas,California,1400,1400,0,17,1417,1505,4,1518,1509,-9,0,0,198,189,168,1235,DFW,0,LAX,0,0,0,0
61,"Juneau, AK","Yakutat, AK",,2024,10,23,3,2024/10/23,AS,Alaska,Alaska,1004,1005,1,13,1018,1105,5,1105,1110,5,0,0,61,65,47,198,JNU,0,YAK,0,0,0,0
1486,"San Antonio, TX","Houston, TX",,2024,9,25,3,2024/9/25,UA,Texas,Texas,725,721,-4,21,742,825,3,828,828,0,0,0,63,67,43,191,SAT,0,IAH,0,0,0,0
1935,"Charlotte, NC","Fort Myers, FL",,2024,3,10,7,2024/3/10,AA,North Carolina,Florida,900,1143,163,46,1229,1405,5,1053,1410,197,0,0,113,147,96,600,CLT,0,RSW,0,34,0,163
2020,"Fort Lauderdale, FL","New York, NY",,2024,2,25,7,2024/2/25,NK,Florida,New York,1925,1925,0,14,1939,2205,5,2225,2210,-15,0,0,180,165,146,1076,FLL,0,LGA,0,0,0,0
3983,"Dallas/Fort Worth, TX","Laredo, TX",,2024,12,19,4,2024/12/19,MQ,Texas,Texas,810,806,-4,13,819,923,3,941,926,-15,0,0,91,80,64,396,DFW,0,LRD,0,0,0,0
1315,"Atlanta, GA","Cleveland, OH",,2024,2,16,5,2024/2/16,DL,Georgia,Ohio,2249,2248,-1,11,2259,17,10,33,27,-6,0,0,104,99,78,554,ATL,0,CLE,0,0,0,0
3164,"San Juan, PR","Orlando, FL",,2024,12,21,6,2024/12/21,NK,Puerto Rico,Florida,232,241,9,10,251,437,5,448,442,-6,0,0,196,181,166,1189,SJU,0,MCO,0,0,0,0
3170,"Oakland, CA","Las Vegas, NV",,2024,11,11,1,2024/11/11,NK,California,Nevada,1727,1728,1,9,1737,1845,4,1857,1849,-8,0,0,90,81,68,407,OAK,0,LAS,0,0,0,0
356,"Denver, CO","New York, NY",,2024,1,28,7,2024/1/28,B6,Colorado,New York,1327,1330,3,32,1402,1932,11,1909,1943,34,0,0,222,253,210,1620,DEN,0,LGA,0,34,0,0
3288,"Atlanta, GA","New York, NY",,2024,12,29,7,2024/12/29,F9,Georgia,New York,916,1006,50,26,1032,1217,13,1130,1230,60,0,0,134,144,105,762,ATL,0,LGA,0,10,0,50
2437,"Chicago, IL","West Palm Beach/Palm Beach, FL",,2024,5,28,2,2024/5/28,AA,Illinois,Florida,1209,1208,-1,11,1219,1538,5,1603,1543,-20,0,0,174,155,139,1144,ORD,0,PBI,0,0,0,0
5452,"Atlanta, GA","Monroe, LA",,2024,9,25,3,2024/9/25,9E,Georgia,Louisiana,1940,2102,82,17,2119,2131,4,2015,2135,80,0,0,95,93,72,448,ATL,0,MLU,0,0,0,80
1913,"Detroit, MI","San Juan, PR",,2024,8,23,5,2024/8/23,DL,Michigan,Puerto Rico,931,1216,165,15,1231,1628,3,1359,1631,152,0,0,268,255,237,1930,DTW,152,SJU,0,0,0,0
5512,"San Francisco, CA","Santa Barbara, CA",,2024,4,22,1,2024/4/22,OO,California,California,1654,1650,-4,19,1709,1756,5,1816,1801,-15,0,0,82,71,47,262,SFO,0,SBA,0,0,0,0
629,"Atlanta, GA","Seattle, WA",,2024,12,23,1,2024/12/23,DL,Georgia,Washington,1149,1146,-3,11,1157,1354,9,1436,1403,-33,0,0,347,317,297,2182,ATL,0,SEA,0,0,0,0
3843,"Green Bay, WI","Minneapolis, MN",,2024,7,30,2,2024/7/30,OO,Wisconsin,Minnesota,1620,1615,-5,9,1624,1713,10,1739,1723,-16,0,0,79,68,49,252,GRB,0,MSP,0,0,0,0
4953,"Atlanta, GA","Columbus, MS",,2024,5,10,5,2024/5/10,9E,Georgia,Mississippi,1340,1337,-3,18,1355,1342,2,1351,1344,-7,0,0,71,67,47,241,ATL,0,GTR,0,0,0,0
5789,"Boston, MA","Baltimore, MD",,2024,2,21,3,2024/2/21,YX,Massachusetts,Maryland,1935,1926,-9,12,1938,2046,6,2127,2052,-35,0,0,112,86,68,369,BOS,0,BWI,0,0,0,0
2034,"Austin, TX","Phoenix, AZ",,2024,2,27,2,2024/2/27,WN,Texas,Arizona,1840,1830,-10,8,1838,1958,5,2015,2003,-12,0,0,155,153,140,872,AUS,0,PHX,0,0,0,0
2677,"Ontario, CA","San Francisco, CA",,2024,7,9,2,2024/7/9,F9,California,California,807,833,26,44,917,1011,11,933,1022,49,0,0,86,109,54,363,ONT,26,SFO,0,23,0,0
2322,"Las Vegas, NV","Houston, TX",,2024,6,28,5,2024/6/28,UA,Nevada,Texas,1200,1153,-7,20,1213,1645,3,1711,1648,-23,0,0,191,175,152,1222,LAS,0,IAH,0,0,0,0
4668,"Denver, CO","Tulsa, OK",,2024,8,9,5,2024/8/9,OO,Colorado,Oklahoma,2103,2054,-9,17,2111,2323,6,2349,2329,-20,0,0,106,95,72,541,DEN,0,TUL,0,0,0,0
2317,"Phoenix, AZ","Fargo, ND",,2024,12,12,4,2024/12/12,G4,Arizona,North Dakota,1425,1517,52,11,1528,1854,5,1829,1859,30,0,0,184,162,146,1220,AZA,0,FAR,0,6,0,24
397,"Denver, CO","San Jose, CA",,2024,5,7,2,2024/5/7,UA,Colorado,California,800,751,-9,14,805,930,3,942,933,-9,0,0,162,162,145,948,DEN,0,SJC,0,0,0,0
4787,"Islip, NY","Baltimore, MD",,2024,8,14,3,2024/8/14,WN,New York,Maryland,630,627,-3,11,638,729,4,745,733,-12,0,0,75,66,51,220,ISP,0,BWI,0,0,0,0
390,"Orlando, FL","Dallas/Fort Worth, TX",,2024,8,13,2,2024/8/13,NK,Florida,Texas,2037,2116,39,14,2130,2241,9,2235,2250,15,0,0,178,154,131,985,MCO,0,DFW,0,4,0,11
5026,"Oklahoma City, OK","Houston, TX",,2024,11,13,3,2024/11/13,WN,Oklahoma,Texas,1845,1836,-9,9,1845,1951,3,2010,1954,-16,0,0,85,78,66,419,OKC,0,HOU,0,0,0,0
553,"Las Vegas, NV","Los Angeles, CA",,2024,10,31,4,2024/10/31,DL,Nevada,California,605,604,-1,16,620,702,8,715,710,-5,0,0,70,66,42,236,LAS,0,LAX,0,0,0,0
279,"Newark, NJ","San Francisco, CA",,2024,11,13,3,2024/11/13,AS,New Jersey,California,1600,1550,-10,35,1625,1927,10,1924,1937,13,0,0,384,407,362,2565,EWR,0,SFO,0,0,0,0
4780,"Denver, CO","Bakersfield, CA",,2024,12,13,5,2024/12/13,OO,Colorado,California,1130,1125,-5,22,1147,1255,17,1319,1312,-7,0,0,169,167,128,845,DEN,0,BFL,0,0,0,0
790,"Newark, NJ","West Palm Beach/Palm Beach, FL",,2024,6,17,1,2024/6/17,UA,New Jersey,Florida,600,556,-4,18,614,829,5,852,834,-18,0,0,172,158,135,1023,EWR,0,PBI,0,0,0,0
2521,"Charleston, SC","Chicago, IL",,2024,4,1,1,2024/4/1,WN,South Carolina,Illinois,2020,2021,1,18,2039,2143,5,2130,2148,18,0,0,130,147,124,745,CHS,0,MDW,0,18,0,0
867,"Norfolk, VA","Baltimore, MD",,2024,9,1,7,2024/9/1,WN,Virginia,Maryland,1430,1507,37,8,1515,1548,4,1535,1552,17,0,0,65,45,33,159,ORF,0,BWI,0,0,0,17
2377,"Baltimore, MD","Las Vegas, NV",,2024,12,26,4,2024/12/26,NK,Maryland,Nevada,844,906,22,33,939,1117,6,1112,1123,11,0,0,328,317,278,2106,BWI,0,LAS,0,0,0,0
5742,"Fort Myers, FL","Baltimore, MD",,2024,3,30,6,2024/3/30,WN,Florida,Maryland,510,505,-5,9,514,712,4,740,716,-24,0,0,150,131,118,919,RSW,0,BWI,0,0,0,0
820,"Columbus, OH","Orlando, FL",,2024,4,15,1,2024/4/15,WN,Ohio,Florida,1120,1118,-2,11,1129,1308,6,1340,1314,-26,0,0,140,116,99,802,CMH,0,MCO,0,0,0,0
538,"Baltimore, MD","San Francisco, CA",,2024,11,5,2,2024/11/5,UA,Maryland,California,840,830,-10,11,841,1115,5,1153,1120,-33,0,0,373,350,334,2457,BWI,0,SFO,0,0,0,0
1882,"San Juan, PR","Atlanta, GA",,2024,5,26,7,2024/5/26,DL,Puerto Rico,Georgia,1431,1426,-5,13,1439,1753,6,1824,1759,-25,0,0,233,213,194,1547,SJU,0,ATL,0,0,0,0
2006,"Minneapolis, MN","Milwaukee, WI",,2024,6,27,4,2024/6/27,DL,Minnesota,Wisconsin,1320,1316,-4,13,1329,1415,2,1438,1417,-21,0,0,78,61,46,297,MSP,0,MKE,0,0,0,0
2790,"New Orleans, LA","Detroit, MI",,2024,8,19,1,2024/8/19,DL,Louisiana,Michigan,1117,1110,-7,11,1121,1425,9,1450,1434,-16,0,0,153,144,124,926,MSY,0,DTW,0,0,0,0
3560,"Dallas/Fort Worth, TX","Brownsville, TX",,2024,3,28,4,2024/3/28,MQ,Texas,Texas,1711,1706,-5,11,1717,1823,6,1850,1829,-21,0,0,99,83,66,482,DFW,0,BRO,0,0,0,0
2813,"Chicago, IL","Minneapolis, MN",,2024,8,7,3,2024/8/7,DL,Illinois,Minnesota,1715,1707,-8,25,1732,1837,22,1900,1859,-1,0,0,105,112,65,334,ORD,0,MSP,0,0,0,0
1297,"San Diego, CA","Portland, OR",,2024,6,9,7,2024/6/9,AS,California,Oregon,1414,1416,2,12,1428,1633,3,1652,1636,-16,0,0,158,140,125,933,SAN,0,PDX,0,0,0,0
6200,"Wichita Falls, TX","Dallas/Fort Worth, TX",,2024,4,27,6,2024/4/27,OO,Texas,Texas,612,602,-10,15,617,643,9,716,652,-24,0,0,64,50,26,113,SPS,0,DFW,0,0,0,0
1625,"Charlotte, NC","Dallas/Fort Worth, TX",,2024,9,14,6,2024/9/14,AA,North Carolina,Texas,935,941,6,16,957,1107,12,1136,1119,-17,0,0,181,158,130,936,CLT,0,DFW,0,0,0,0
4763,"Louisville, KY","Chicago, IL",,2024,7,3,3,2024/7/3,WN,Kentucky,Illinois,1650,1646,-4,20,1706,1658,4,1705,1702,-3,0,0,75,76,52,271,SDF,0,MDW,0,0,0,0
2978,"Salt Lake City, UT","Las Vegas, NV",,2024,4,30,2,2024/4/30,DL,Utah,Nevada,830,821,-9,19,840,837,6,857,843,-14,0,0,87,82,57,368,SLC,0,LAS,0,0,0,0
5789,"Denver, CO","Hayden, CO",,2024,7,13,6,2024/7/13,OO,Colorado,Colorado,1335,1500,85,13,1513,1541,4,1437,1545,68,0,0,62,45,28,141,DEN,0,HDN,68,0,0,0
246,"San Francisco, CA","Phoenix, AZ",,2024,10,22,2,2024/10/22,UA,California,Arizona,1110,1105,-5,20,1125,1252,8,1312,1300,-12,0,0,122,115,87,651,SFO,0,PHX,0,0,0,0
1781,"Houston, TX","Baltimore, MD",,2024,8,2,5,2024/8/2,NK,Texas,Maryland,1324,1402,38,14,1416,1753,11,1730,1804,34,0,0,186,182,157,1235,IAH,0,BWI,0,34,0,0
2686,"Charlotte, NC","Grand Rapids, MI",,2024,6,22,6,2024/6/22,AA,North Carolina,Michigan,1925,1922,-3,11,1933,2055,4,2117,2059,-18,0,0,112,97,82,583,CLT,0,GRR,0,0,0,0
3417,"Columbia, MO","Chicago, IL",,2024,3,19,2,2024/3/19,MQ,Missouri,Illinois,1531,1528,-3,20,1548,1649,13,1658,1702,4,0,0,87,94,61,315,COU,0,ORD,0,0,0,0
5701,"Baltimore, MD","Boston, MA",,2024,9,11,3,2024/9/11,YX,Maryland,Massachusetts,837,832,-5,24,856,954,13,1015,1007,-8,0,0,98,95,58,369,BWI,0,BOS,0,0,0,0
1685,"Dallas/Fort Worth, TX","Phoenix, AZ",,2024,12,22,7,2024/12/22,AA,Texas,Arizona,1219,1212,-7,13,1225,1330,12,1401,1342,-19,0,0,162,150,125,868,DFW,0,PHX,0,0,0,0
664,"Dallas, TX","Denver, CO",,2024,5,13,1,2024/5/13,WN,Texas,Colorado,1025,1021,-4,17,1038,1113,6,1130,1119,-11,0,0,125,118,95,651,DAL,0,DEN,0,0,0,0
3788,"Rapid City, SD","Dallas/Fort Worth, TX",,2024,7,20,6,2024/7/20,MQ,South Dakota,Texas,1020,1018,-2,11,1029,1315,8,1337,1323,-14,0,0,137,125,106,835,RAP,0,DFW,0,0,0,0
5879,"Denver, CO","Shreveport, LA",,2024,6,27,4,2024/6/27,OO,Colorado,Louisiana,1735,1749,14,18,1807,2049,7,2100,2056,-4,0,0,145,127,102,792,DEN,0,SHV,0,0,0,0
2211,"Chicago, IL","Seattle, WA",,2024,10,24,4,2024/10/24,UA,Illinois,Washington,1938,1932,-6,28,2000,2225,9,2215,2234,19,0,0,277,302,265,1721,ORD,0,SEA,0,19,0,0
3424,"Rochester, NY","Chicago, IL",,2024,8,13,2,2024/8/13,MQ,New York,Illinois,800,754,-6,11,805,823,12,858,835,-23,0,0,118,101,78,528,ROC,0,ORD,0,0,0,0
1285,"Charlotte, NC","Austin, TX",,2024,1,11,4,2024/1/11,AA,North Carolina,Texas,923,916,-7,24,940,1145,14,1137,1159,22,0,0,194,223,185,1032,CLT,0,AUS,0,22,0,0
392,"Los Angeles, CA","St. Louis, MO",,2024,8,20,2,2024/8/20,WN,California,Missouri,720,738,18,7,745,1252,3,1255,1255,0,0,0,215,197,187,1592,LAX,0,STL,0,0,0,0
2887,"Long Beach, CA","Oakland, CA",,2024,3,10,7,2024/3/10,WN,California,California,1015,1012,-3,13,1025,1117,5,1140,1122,-18,0,0,85,70,52,353,LGB,0,OAK,0,0,0,0
505,"Orlando, FL","Latrobe, PA",,2024,8,19,1,2024/8/19,NK,Florida,Pennsylvania,947,939,-8,10,949,1146,5,1209,1151,-18,0,0,142,132,117,823,MCO,0,LBE,0,0,0,0
3633,"Las Vegas, NV","Oakland, CA",,2024,11,8,5,2024/11/8,WN,Nevada,California,1820,1829,9,17,1846,1951,5,2000,1956,-4,0,0,100,87,65,407,LAS,0,OAK,0,0,0,0
3494,"Indianapolis, IN","Washington, DC",,2024,8,21,3,2024/8/21,YX,Indiana,Virginia,545,552,7,14,606,714,9,727,723,-4,0,0,102,91,68,476,IND,0,IAD,0,0,0,0
1789,"Denver, CO","Portland, OR",,2024,6,5,3,2024/6/5,F9,Colorado,Oregon,506,547,41,25,612,741,5,650,746,56,0,0,164,179,149,991,DEN,41,PDX,0,15,0,0
3697,"Kalamazoo, MI","Detroit, MI",,2024,3,19,2,2024/3/19,OO,Michigan,Michigan,630,622,-8,10,632,658,11,732,709,-23,0,0,62,47,26,113,AZO,0,DTW,0,0,0,0
6352,"Louisville, KY","Tampa, FL",,2024,3,16,6,2024/3/16,WN,Kentucky,Florida,2110,2116,6,9,2125,2302,5,2315,2307,-8,0,0,125,111,97,727,SDF,0,TPA,0,0,0,0
2915,"Charlotte, NC","Tampa, FL",,2024,2,6,2,2024/2/6,AA,North Carolina,Florida,1310,1324,14,16,1340,1450,5,1454,1455,1,0,0,104,91,70,507,CLT,0,TPA,0,0,0,0
5625,"Bakersfield, CA","San Francisco, CA",,2024,12,2,1,2024/12/2,OO,California,California,1420,1417,-3,12,1429,1519,3,1535,1522,-13,0,0,75,65,50,238,BFL,0,SFO,0,0,0,0
1116,"Indianapolis, IN","Atlanta, GA",,2024,3,23,6,2024/3/23,DL,Indiana,Georgia,800,1031,151,12,1043,1148,4,944,1152,128,0,0,104,81,65,432,IND,128,ATL,0,0,0,0
2722,"Harrisburg, PA","St. Petersburg, FL",,2024,5,13,1,2024/5/13,G4,Pennsylvania,Florida,925,922,-3,7,929,1133,7,1152,1140,-12,0,0,147,138,124,912,MDT,0,PIE,0,0,0,0
1508,"Syracuse, NY","Dallas/Fort Worth, TX",,2024,1,24,3,2024/1/24,AA,New York,Texas,605,558,-7,13,611,848,19,917,907,-10,0,0,252,249,217,1336,SYR,0,DFW,0,0,0,0
1494,"West Palm Beach/Palm Beach, FL","Atlanta, GA",,2024,4,1,1,2024/4/1,DL,Florida,Georgia,704,702,-2,14,716,840,13,857,853,-4,0,0,113,111,84,545,PBI,0,ATL,0,0,0,0
274,"Lihue, HI","Honolulu, HI",,2024,12,8,7,2024/12/8,HA,Hawaii,Hawaii,1345,1349,4,11,1400,1420,7,1428,1427,-1,0,0,43,38,20,102,LIH,0,HNL,0,0,0,0
553,"Washington, DC","Salt Lake City, UT",,2024,2,2,5,2024/2/2,DL,Virginia,Utah,1710,1708,-2,22,1730,1936,9,2015,1945,-30,0,0,305,277,246,1851,DCA,0,SLC,0,0,0,0
1698,"New York, NY","Miami, FL",,2024,4,10,3,2024/4/10,AA,New York,Florida,1830,1841,11,17,1858,2130,38,2150,2208,18,0,0,200,207,152,1096,LGA,5,MIA,0,7,0,6
1611,"Las Vegas, NV","Phoenix, AZ",,2024,9,7,6,2024/9/7,AA,Nevada,Arizona,1310,1320,10,16,1336,1421,4,1433,1425,-8,0,0,83,65,45,255,LAS,0,PHX,0,0,0,0
5427,"Chicago, IL","Cedar Rapids/Iowa City, IA",,2024,8,27,2,2024/8/27,OO,Illinois,Iowa,1800,1808,8,50,1858,1937,7,1915,1944,29,0,0,75,96,39,196,ORD,8,CID,0,21,0,0
408,"Houston, TX","Pittsburgh, PA",,2024,3,11,1,2024/3/11,WN,Texas,Pennsylvania,1700,1658,-2,7,1705,2017,6,2035,2023,-12,0,0,155,145,132,1131,HOU,0,PIT,0,0,0,0
3452,"Cincinnati, OH","Washington, DC",,2024,12,24,2,2024/12/24,YX,Kentucky,Virginia,1022,1015,-7,11,1026,1125,9,1155,1134,-21,0,0,93,79,59,388,CVG,0,IAD,0,0,0,0
344,"Seattle, WA","Kahului, HI",,2024,10,16,3,2024/10/16,DL,Washington,Hawaii,1345,1339,-6,18,1357,1623,4,1655,1627,-28,0,0,370,348,326,2640,SEA,0,OGG,0,0,0,0
1023,"Denver, CO","Montrose/Delta, CO",,2024,6,14,5,2024/6/14,UA,Colorado,Colorado,1905,1945,40,13,1958,2032,4,2008,2036,28,0,0,63,51,34,196,DEN,0,MTJ,0,0,0,28
3517,"Fort Wayne, IN","Chicago, IL",,2024,4,22,1,2024/4/22,MQ,Indiana,Illinois,1050,1042,-8,10,1052,1024,6,1059,1030,-29,0,0,69,48,32,157,FWA,0,ORD,0,0,0,0
2068,"Charlotte, NC","New York, NY",,2024,3,11,1,2024/3/11,AA,North Carolina,New York,1446,1527,41,62,1629,1751,4,1630,1755,85,0,0,104,148,82,544,CLT,0,LGA,0,85,0,0
4486,"Huntsville, AL","Washington, DC",,2024,9,9,1,2024/9/9,YX,Alabama,Virginia,1830,1818,-12,13,1831,2054,11,2130,2105,-25,0,0,120,107,83,613,HSV,0,DCA,0,0,0,0
1259,"Atlanta, GA","San Francisco, CA",,2024,8,14,3,2024/8/14,UA,Georgia,California,1936,1940,4,12,1952,2131,3,2142,2134,-8,0,0,306,294,279,2139,ATL,0,SFO,0,0,0,0
287,"St. Louis, MO","Panama City, FL",,2024,6,27,4,2024/6/27,WN,Missouri,Florida,1310,1311,1,11,1322,1446,4,1455,1450,-5,0,0,105,99,84,634,STL,0,ECP,0,0,0,0
6273,"Dallas/Fort Worth, TX","Colorado Springs, CO",,2024,9,29,7,2024/9/29,OO,Texas,Colorado,1914,1910,-4,25,1935,1958,7,2022,2005,-17,0,0,128,115,83,592,DFW,0,COS,0,0,0,0
1915,"Dallas/Fort Worth, TX","Richmond, VA",,2024,8,9,5,2024/8/9,AA,Texas,Virginia,1024,1024,0,22,1046,1407,4,1436,1411,-25,0,0,192,167,141,1158,DFW,0,RIC,0,0,0,0
1376,"Tampa, FL","Boston, MA",,2024,4,16,2,2024/4/16,NK,Florida,Massachusetts,914,911,-3,15,926,1207,5,1214,1212,-2,0,0,180,181,161,1185,TPA,0,BOS,0,0,0,0
3504,"Midland/Odessa, TX","Dallas/Fort Worth, TX",,2024,6,29,6,2024/6/29,MQ,Texas,Texas,1017,1016,-1,13,1029,1127,6,1138,1133,-5,0,0,81,77,58,309,MAF,0,DFW,0,0,0,0
5319,"Nashville, TN","Charlotte, NC",,2024,8,18,7,2024/8/18,OH,Tennessee,North Carolina,1528,1751,143,26,1817,2007,27,1759,2034,155,0,0,91,103,50,328,BNA,143,CLT,0,12,0,0
472,"Dallas/Fort Worth, TX","Washington, DC",,2024,7,2,2,2024/7/2,AA,Texas,Virginia,1640,2120,280,12,2132,56,4,2045,100,255,0,0,185,160,144,1192,DFW,0,DCA,0,0,0,255
373,"Newark, NJ","San Francisco, CA",,2024,7,9,2,2024/7/9,AS,New Jersey,California,900,844,-16,31,915,1140,16,1212,1156,-16,0,0,372,372,325,2565,EWR,0,SFO,0,0,0,0
1241,"Palm Springs, CA","Seattle, WA",,2024,5,15,3,2024/5/15,AS,California,Washington,1752,1746,-6,11,1757,2037,10,2045,2047,2,0,0,173,181,160,987,PSP,0,SEA,0,0,0,0
376,"Miami, FL","Chicago, IL",,2024,11,8,5,2024/11/8,AA,Florida,Illinois,2118,2118,0,24,2142,2325,8,2353,2333,-20,0,0,215,195,163,1197,MIA,0,ORD,0,0,0,0
1824,"Dallas/Fort Worth, TX","Miami, FL",,2024,6,8,6,2024/6/8,AA,Texas,Florida,825,839,14,23,902,1222,10,1235,1232,-3,0,0,190,173,140,1121,DFW,0,MIA,0,0,0,0
1412,"Syracuse, NY","Washington, DC",,2024,11,23,6,2024/11/23,UA,New York,Virginia,600,622,22,11,633,727,3,726,730,4,0,0,86,68,54,296,SYR,0,IAD,0,0,0,0
1173,"Key West, FL","Charlotte, NC",,2024,5,5,7,2024/5/5,AA,Florida,North Carolina,1647,1701,14,19,1720,1913,17,1905,1930,25,0,0,138,149,113,736,EYW,0,CLT,0,11,0,14
2786,"Charlotte, NC","Minneapolis, MN",,2024,7,3,3,2024/7/3,DL,North Carolina,Minnesota,1134,1152,18,10,1202,1327,7,1322,1334,12,0,0,168,162,145,930,CLT,0,MSP,0,0,0,0
2724,"Denver, CO","Nashville, TN",,2024,12,28,6,2024/12/28,WN,Colorado,Tennessee,740,745,5,11,756,1056,5,1110,1101,-9,0,0,150,136,120,1014,DEN,0,BNA,0,0,0,0
3386,"Nashville, TN","Austin, TX",,2024,3,29,5,2024/3/29,WN,Tennessee,Texas,1220,1230,10,11,1241,1435,6,1445,1441,-4,0,0,145,131,114,756,BNA,0,AUS,0,0,0,0
3429,"Boise, ID","Burbank, CA",,2024,10,22,2,2024/10/22,OO,Idaho,California,1257,1249,-8,13,1302,1351,4,1403,1355,-8,0,0,126,126,109,656,BOI,0,BUR,0,0,0,0
5786,"Washington, DC","Boston, MA",,2024,2,8,4,2024/2/8,YX,Virginia,Massachusetts,1415,1416,1,23,1439,1541,10,1555,1551,-4,0,0,100,95,62,399,DCA,0,BOS,0,0,0,0
4663,"Phoenix, AZ","Portland, OR",,2024,12,13,5,2024/12/13,WN,Arizona,Oregon,805,802,-3,15,817,948,4,955,952,-3,0,0,170,170,151,1009,PHX,0,PDX,0,0,0,0
5229,"Cincinnati, OH","Washington, DC",,2024,4,10,3,2024/4/10,9E,Kentucky,Virginia,745,738,-7,30,808,924,4,915,928,13,0,0,90,110,76,411,CVG,0,DCA,0,0,0,0
5462,"Allentown/Bethlehem/Easton, PA","Atlanta, GA",,2024,9,19,4,2024/9/19,9E,Pennsylvania,Georgia,600,556,-4,18,614,751,5,812,756,-16,0,0,132,120,97,692,ABE,0,ATL,0,0,0,0
