op_carrier_fl_num,origin_city_name,dest_city_name,cancellation_code,year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,origin_state_nm,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,origin,carrier_delay,dest,weather_delay,nas_delay,security_delay,late_aircraft_delay
3714,"Dallas/Fort Worth, TX","Texarkana, AR",,2024,10,4,5,2024/10/4,MQ,Texas,Arkansas,1938,1937,-1,20,1957,2029,3,2038,2032,-6,0,0,60,55,32,181,DFW,0,TXK,0,0,0,0
5045,"Ontario, CA","Oakland, CA",,2024,5,2,4,2024/5/2,WN,California,California,610,610,0,11,621,715,5,730,720,-10,0,0,80,70,54,362,ONT,0,OAK,0,0,0,0
540,"Denver, CO","San Diego, CA",,2024,3,5,2,2024/3/5,UA,Colorado,California,1945,1941,-4,15,1956,2107,3,2118,2110,-8,0,0,153,149,131,853,DEN,0,SAN,0,0,0,0
4068,"Atlanta, GA","Dothan, AL",,2024,9,1,7,2024/9/1,OO,Georgia,Alabama,2055,2051,-4,12,2103,2037,3,2057,2040,-17,0,0,62,49,34,170,ATL,0,DHN,0,0,0,0
1636,"Hayden, CO","Denver, CO",,2024,3,1,5,2024/3/1,UA,Colorado,Colorado,710,701,-9,11,712,739,7,817,746,-31,0,0,67,45,27,141,HDN,0,DEN,0,0,0,0
5255,"Denver, CO","Midland/Odessa, TX",,2024,4,20,6,2024/4/20,OO,Colorado,Texas,1330,1326,-4,21,1347,1615,6,1623,1621,-2,0,0,113,115,88,563,DEN,0,MAF,0,0,0,0
5571,"Charlotte, NC","Greer, SC",,2024,12,26,4,2024/12/26,OH,North Carolina,South Carolina,1704,1706,2,21,1727,1747,3,1755,1750,-5,0,0,51,44,20,75,CLT,0,GSP,0,0,0,0
1299,"Las Vegas, NV","Denver, CO",,2024,5,19,7,2024/5/19,UA,Nevada,Colorado,1945,1953,8,21,2014,2231,5,2244,2236,-8,0,0,119,103,77,628,LAS,0,DEN,0,0,0,0
2611,"San Francisco, CA","Reno, NV",,2024,2,20,2,2024/2/20,UA,California,Nevada,1655,1651,-4,25,1716,1753,5,1806,1758,-8,0,0,71,67,37,192,SFO,0,RNO,0,0,0,0
4484,"Buffalo, NY","New York, NY",,2024,6,5,3,2024/6/5,YX,New York,New York,633,633,0,20,653,749,5,755,754,-1,0,0,82,81,56,292,BUF,0,LGA,0,0,0,0
5603,"Chicago, IL","Flint, MI",,2024,1,11,4,2024/1/11,OO,Illinois,Michigan,1955,1955,0,66,2101,2239,4,2214,2243,29,0,0,79,108,38,223,ORD,0,FNT,0,29,0,0
1844,"Detroit, MI","Los Angeles, CA",,2024,5,24,5,2024/5/24,NK,Michigan,California,740,732,-8,12,744,926,6,942,932,-10,0,0,302,300,282,1979,DTW,0,LAX,0,0,0,0
3469,"Newark, NJ","Raleigh/Durham, NC",,2024,2,28,3,2024/2/28,YX,New Jersey,North Carolina,1206,1155,-11,12,1207,1346,5,1356,1351,-5,0,0,110,116,99,416,EWR,0,RDU,0,0,0,0
2477,"Salt Lake City, UT","Santa Ana, CA",,2024,4,4,4,2024/4/4,DL,Utah,California,1105,1103,-2,13,1116,1152,33,1209,1225,16,0,0,124,142,96,588,SLC,0,SNA,0,16,0,0
1896,"Orlando, FL","Norfolk, VA",,2024,8,9,5,2024/8/9,WN,Florida,Virginia,1030,1028,-2,16,1044,1222,3,1225,1225,0,0,0,115,117,98,655,MCO,0,ORF,0,0,0,0
2254,"Chicago, IL","Las Vegas, NV",,2024,3,4,1,2024/3/4,AA,Illinois,Nevada,1011,1009,-2,22,1031,1206,5,1227,1211,-16,0,0,256,242,215,1514,ORD,0,LAS,0,0,0,0
2461,"Boston, MA","Fort Myers, FL",,2024,8,3,6,2024/8/3,DL,Massachusetts,Florida,1530,1530,0,30,1600,1856,14,1904,1910,6,0,0,214,220,176,1249,BOS,0,RSW,0,0,0,0
3483,"Phoenix, AZ","Las Vegas, NV",,2024,5,21,2,2024/5/21,F9,Arizona,Nevada,1037,1033,-4,11,1044,1142,28,1158,1210,12,0,0,81,97,58,255,PHX,0,LAS,0,0,0,0
2141,"Miami, FL","San Juan, PR",,2024,5,2,4,2024/5/2,AA,Florida,Puerto Rico,830,823,-7,12,835,1100,5,1100,1105,5,0,0,150,162,145,1045,MIA,0,SJU,0,0,0,0
665,"Montrose/Delta, CO","Dallas/Fort Worth, TX",,2024,1,28,7,2024/1/28,AA,Colorado,Texas,1441,1437,-4,11,1448,1725,13,1744,1738,-6,0,0,123,121,97,722,MTJ,0,DFW,0,0,0,0
2119,"Dallas/Fort Worth, TX","Orlando, FL",,2024,12,20,5,2024/12/20,AA,Texas,Florida,713,707,-6,13,720,1024,11,1052,1035,-17,0,0,159,148,124,985,DFW,0,MCO,0,0,0,0
2259,"San Francisco, CA","Boston, MA",,2024,12,10,2,2024/12/10,UA,California,Massachusetts,1100,1055,-5,28,1123,1927,8,1938,1935,-3,0,0,338,340,304,2704,SFO,0,BOS,0,0,0,0
4505,"San Jose, CA","Long Beach, CA",,2024,10,14,1,2024/10/14,WN,California,California,1945,1940,-5,17,1957,2052,4,2100,2056,-4,0,0,75,76,55,324,SJC,0,LGB,0,0,0,0
1003,"Denver, CO","Charleston, SC",,2024,5,21,2,2024/5/21,UA,Colorado,South Carolina,957,952,-5,24,1016,1459,5,1514,1504,-10,0,0,197,192,163,1449,DEN,0,CHS,0,0,0,0
4264,"Minneapolis, MN","Aberdeen, SD",,2024,7,21,7,2024/7/21,OO,Minnesota,South Dakota,2140,2141,1,23,2204,2245,4,2255,2249,-6,0,0,75,68,41,257,MSP,0,ABR,0,0,0,0
2419,"Sacramento, CA","Chicago, IL",,2024,6,11,2,2024/6/11,UA,California,Illinois,1410,1405,-5,12,1417,1950,12,2017,2002,-15,0,0,247,237,213,1781,SMF,0,ORD,0,0,0,0
516,"New York, NY","Los Angeles, CA",,2024,4,20,6,2024/4/20,DL,New York,California,1159,1153,-6,21,1214,1456,27,1511,1523,12,0,0,372,390,342,2475,JFK,0,LAX,0,0,0,0
3445,"Los Angeles, CA","San Jose, CA",,2024,6,28,5,2024/6/28,OO,California,California,1217,1213,-4,15,1228,1316,4,1335,1320,-15,0,0,78,67,48,308,LAX,0,SJC,0,0,0,0
427,"Cincinnati, OH","St. Petersburg, FL",,2024,3,4,1,2024/3/4,G4,Kentucky,Florida,1410,1359,-11,8,1407,1556,4,1623,1600,-23,0,0,133,121,109,776,CVG,0,PIE,0,0,0,0
3596,"Dallas/Fort Worth, TX","Montgomery, AL",,2024,10,8,2,2024/10/8,MQ,Texas,Alabama,1235,1232,-3,22,1254,1414,2,1431,1416,-15,0,0,116,104,80,622,DFW,0,MGM,0,0,0,0
6271,"Dallas/Fort Worth, TX","Santa Fe, NM",,2024,11,3,7,2024/11/3,OO,Texas,New Mexico,2053,53,240,22,115,152,6,2158,158,240,0,0,125,125,97,551,DFW,0,SAF,240,0,0,0
4426,"Orlando, FL","Islip, NY",,2024,6,20,4,2024/6/20,WN,Florida,New York,725,724,-1,18,742,1002,6,1005,1008,3,0,0,160,164,140,971,MCO,0,ISP,0,0,0,0
2136,"Nashville, TN","San Diego, CA",,2024,1,13,6,2024/1/13,WN,Tennessee,California,850,858,8,10,908,1123,5,1130,1128,-2,0,0,280,270,255,1751,BNA,0,SAN,0,0,0,0
2291,"El Paso, TX","Dallas, TX",,2024,1,9,2,2024/1/9,WN,Texas,Texas,950,950,0,9,959,1216,5,1230,1221,-9,0,0,100,91,77,562,ELP,0,DAL,0,0,0,0
6236,"Tyler, TX","Dallas/Fort Worth, TX",,2024,4,15,1,2024/4/15,OO,Texas,Texas,620,610,-10,34,644,721,24,722,745,23,0,0,62,95,37,102,TYR,0,DFW,0,23,0,0
2610,"Dallas/Fort Worth, TX","Cincinnati, OH",,2024,3,26,2,2024/3/26,AA,Texas,Kentucky,900,854,-6,21,915,1158,6,1213,1204,-9,0,0,133,130,103,812,DFW,0,CVG,0,0,0,0
3575,"Newark, NJ","Norfolk, VA",,2024,1,24,3,2024/1/24,YX,New Jersey,Virginia,1320,1310,-10,17,1327,1418,3,1445,1421,-24,0,0,85,71,51,284,EWR,0,ORF,0,0,0,0
2535,"Detroit, MI","West Palm Beach/Palm Beach, FL",,2024,8,9,5,2024/8/9,DL,Michigan,Florida,1015,1006,-9,30,1036,1333,59,1305,1432,87,0,0,170,266,177,1086,DTW,0,PBI,0,87,0,0
1146,"Phoenix, AZ","Dallas/Fort Worth, TX",,2024,8,16,5,2024/8/16,AA,Arizona,Texas,1222,1223,1,9,1232,1626,10,1651,1636,-15,0,0,149,133,114,868,PHX,0,DFW,0,0,0,0
1605,"Charlotte Amalie, VI","Atlanta, GA",,2024,4,2,2,2024/4/2,DL,U.S. Virgin Islands,Georgia,1500,1449,-11,17,1506,1842,11,1911,1853,-18,0,0,251,244,216,1599,STT,0,ATL,0,0,0,0
5604,"Wilmington, NC","Charlotte, NC",,2024,3,27,3,2024/3/27,OH,North Carolina,North Carolina,1107,1154,47,19,1213,1253,4,1219,1257,38,0,0,72,63,40,185,ILM,0,CLT,0,0,0,38
662,"Boston, MA","Denver, CO",,2024,7,10,3,2024/7/10,UA,Massachusetts,Colorado,945,938,-7,15,953,1150,10,1216,1200,-16,0,0,271,262,237,1754,BOS,0,DEN,0,0,0,0
5203,"Atlanta, GA","Knoxville, TN",,2024,5,11,6,2024/5/11,9E,Georgia,Tennessee,1838,1936,58,14,1950,2023,3,1934,2026,52,0,0,56,50,33,152,ATL,47,TYS,0,0,0,5
1295,"Los Angeles, CA","Lihue, HI",,2024,6,1,6,2024/6/1,UA,California,Hawaii,845,840,-5,38,918,1132,6,1143,1138,-5,0,0,358,358,314,2615,LAX,0,LIH,0,0,0,0
1587,"Phoenix, AZ","New York, NY",,2024,1,10,3,2024/1/10,AA,Arizona,New York,2333,2324,-9,11,2335,517,5,619,522,-57,0,0,286,238,222,2153,PHX,0,JFK,0,0,0,0
4009,"Dallas/Fort Worth, TX","Austin, TX",,2024,10,12,6,2024/10/12,MQ,Texas,Texas,1300,1258,-2,12,1310,1344,7,1406,1351,-15,0,0,66,53,34,190,DFW,0,AUS,0,0,0,0
3117,"Atlanta, GA","Jackson/Vicksburg, MS",,2024,7,23,2,2024/7/23,DL,Georgia,Mississippi,2245,14,89,11,25,17,5,2304,22,78,0,0,79,68,52,341,ATL,78,JAN,0,0,0,0
4431,"Raleigh/Durham, NC","Philadelphia, PA",,2024,12,6,5,2024/12/6,YX,North Carolina,Pennsylvania,1310,1301,-9,26,1327,1429,6,1442,1435,-7,0,0,92,94,62,337,RDU,0,PHL,0,0,0,0
2160,"Dallas/Fort Worth, TX","Newark, NJ",,2024,9,11,3,2024/9/11,UA,Texas,New Jersey,1310,1301,-9,21,1322,1703,11,1743,1714,-29,0,0,213,193,161,1372,DFW,0,EWR,0,0,0,0
1032,"St. Louis, MO","Minneapolis, MN",,2024,1,17,3,2024/1/17,DL,Missouri,Minnesota,1755,1749,-6,12,1801,1912,5,1934,1917,-17,0,0,99,88,71,448,STL,0,MSP,0,0,0,0
425,"Seattle, WA","Sacramento, CA",,2024,9,26,4,2024/9/26,AS,Washington,California,934,928,-6,16,944,1106,5,1129,1111,-18,0,0,115,103,82,605,SEA,0,SMF,0,0,0,0
1691,"Buffalo, NY","Orlando, FL",,2024,8,16,5,2024/8/16,F9,New York,Florida,901,846,-15,15,901,1105,17,1150,1122,-28,0,0,169,156,124,1011,BUF,0,MCO,0,0,0,0
5658,"Syracuse, NY","New York, NY",,2024,12,27,5,2024/12/27,YX,New York,New York,1310,1305,-5,14,1319,1359,10,1427,1409,-18,0,0,77,64,40,198,SYR,0,LGA,0,0,0,0
276,"Charleston, SC","Washington, DC",,2024,12,2,1,2024/12/2,UA,South Carolina,Virginia,1000,957,-3,11,1008,1115,7,1131,1122,-9,0,0,91,85,67,441,CHS,0,IAD,0,0,0,0
684,"Atlanta, GA","New York, NY",,2024,5,12,7,2024/5/12,DL,Georgia,New York,2030,2159,89,15,2214,3,10,2247,13,86,0,0,137,134,109,762,ATL,52,LGA,0,0,0,34
432,"Phoenix, AZ","Kahului, HI",,2024,11,20,3,2024/11/20,AA,Arizona,Hawaii,1202,1200,-2,20,1220,1525,4,1541,1529,-12,0,0,399,389,365,2845,PHX,0,OGG,0,0,0,0
3509,"Albany, NY","Chicago, IL",,2024,10,2,3,2024/10/2,MQ,New York,Illinois,712,714,2,17,731,821,17,834,838,4,0,0,142,144,110,723,ALB,0,ORD,0,0,0,0
1503,"Bozeman, MT","Las Vegas, NV",,2024,10,29,2,2024/10/29,WN,Montana,Nevada,745,743,-2,30,813,855,14,900,909,9,0,0,135,146,102,701,BZN,0,LAS,0,0,0,0
5213,"Green Bay, WI","Chicago, IL",,2024,7,28,7,2024/7/28,OO,Wisconsin,Illinois,1052,1047,-5,16,1103,1150,15,1204,1205,1,0,0,72,78,47,173,GRB,0,ORD,0,0,0,0
2879,"Minneapolis, MN","Austin, TX",,2024,6,1,6,2024/6/1,DL,Minnesota,Texas,2000,2000,0,16,2016,2232,23,2245,2255,10,0,0,165,175,136,1042,MSP,0,AUS,0,0,0,0
1158,"Los Angeles, CA","Honolulu, HI",,2024,4,15,1,2024/4/15,UA,California,Hawaii,835,842,7,22,904,1126,11,1127,1137,10,0,0,352,355,322,2556,LAX,0,HNL,0,0,0,0
4958,"Santa Ana, CA","Phoenix, AZ",,2024,8,26,1,2024/8/26,F9,California,Arizona,2050,2150,60,10,2200,2255,5,2211,2300,49,0,0,81,70,55,338,SNA,0,PHX,0,0,0,49
301,"Atlanta, GA","Los Angeles, CA",,2024,7,25,4,2024/7/25,DL,Georgia,California,1500,1528,28,29,1557,1707,6,1642,1713,31,0,0,282,285,250,1947,ATL,4,LAX,0,3,0,24
4849,"Lubbock, TX","Phoenix, AZ",,2024,9,13,5,2024/9/13,OO,Texas,Arizona,917,907,-10,25,932,911,11,922,922,0,0,0,125,135,99,588,LBB,0,PHX,0,0,0,0
1123,"San Francisco, CA","Seattle, WA",,2024,11,1,5,2024/11/1,AS,California,Washington,800,758,-2,21,819,952,18,1020,1010,-10,0,0,140,132,93,679,SFO,0,SEA,0,0,0,0
5431,"Charlotte, NC","White Plains, NY",,2024,4,21,7,2024/4/21,OH,North Carolina,New York,724,737,13,24,801,926,33,929,959,30,0,0,125,142,85,564,CLT,13,HPN,0,17,0,0
1125,"Atlanta, GA","Omaha, NE",,2024,9,1,7,2024/9/1,DL,Georgia,Nebraska,1340,1339,-1,10,1349,1455,5,1457,1500,3,0,0,137,141,126,821,ATL,0,OMA,0,0,0,0
4131,"Richmond, VA","Detroit, MI",,2024,3,24,7,2024/3/24,OO,Virginia,Michigan,1815,1808,-7,11,1819,1940,8,2010,1948,-22,0,0,115,100,81,456,RIC,0,DTW,0,0,0,0
2239,"Seattle, WA","Chicago, IL",,2024,11,23,6,2024/11/23,WN,Washington,Illinois,955,950,-5,16,1006,1529,3,1600,1532,-28,0,0,245,222,203,1733,SEA,0,MDW,0,0,0,0
5594,"Charlotte, NC","Melbourne, FL",,2024,4,22,1,2024/4/22,OH,North Carolina,Florida,1120,1118,-2,24,1142,1257,4,1318,1301,-17,0,0,118,103,75,490,CLT,0,MLB,0,0,0,0
4463,"Dallas/Fort Worth, TX","Denver, CO",,2024,1,25,4,2024/1/25,F9,Texas,Colorado,2218,2247,29,24,2311,2342,10,2338,2352,14,0,0,140,125,91,641,DFW,0,DEN,0,0,0,0
2397,"Newark, NJ","Atlanta, GA",,2024,9,24,2,2024/9/24,DL,New Jersey,Georgia,1207,1200,-7,18,1218,1406,6,1427,1412,-15,0,0,140,132,108,746,EWR,0,ATL,0,0,0,0
2326,"Atlanta, GA","Jacksonville, FL",,2024,10,28,1,2024/10/28,DL,Georgia,Florida,909,900,-9,14,914,958,3,1019,1001,-18,0,0,70,61,44,270,ATL,0,JAX,0,0,0,0
991,"Los Angeles, CA","New York, NY",,2024,8,5,1,2024/8/5,DL,California,New York,1300,1256,-4,16,1312,2132,21,2140,2153,13,0,0,340,357,320,2475,LAX,0,JFK,0,0,0,0
719,"Washington, DC","Atlanta, GA",,2024,11,20,3,2024/11/20,DL,Virginia,Georgia,1511,1513,2,11,1524,1646,9,1701,1655,-6,0,0,110,102,82,534,IAD,0,ATL,0,0,0,0
1061,"Denver, CO","Santa Ana, CA",,2024,6,29,6,2024/6/29,UA,Colorado,California,1555,1553,-2,18,1611,1708,6,1722,1714,-8,0,0,147,141,117,846,DEN,0,SNA,0,0,0,0
331,"Las Vegas, NV","Atlanta, GA",,2024,11,25,1,2024/11/25,NK,Nevada,Georgia,600,637,37,14,651,1302,10,1252,1312,20,0,0,232,215,191,1747,LAS,20,ATL,0,0,0,0
1178,"Nashville, TN","St. Louis, MO",,2024,4,4,4,2024/4/4,WN,Tennessee,Missouri,2240,2240,0,12,2252,2339,4,2355,2343,-12,0,0,75,63,47,272,BNA,0,STL,0,0,0,0
1876,"Denver, CO","Nashville, TN",,2024,10,10,4,2024/10/10,WN,Colorado,Tennessee,2140,2150,10,11,2201,107,5,105,112,7,0,0,145,142,126,1014,DEN,0,BNA,0,0,0,0
4739,"Chicago, IL","Huntsville, AL",,2024,1,11,4,2024/1/11,OO,Illinois,Alabama,1255,1253,-2,16,1309,1428,7,1447,1435,-12,0,0,112,102,79,510,ORD,0,HSV,0,0,0,0
2225,"Raleigh/Durham, NC","Nashville, TN",,2024,1,25,4,2024/1/25,WN,North Carolina,Tennessee,1925,2054,89,7,2101,2111,5,2005,2116,71,0,0,100,82,70,442,RDU,0,BNA,0,0,0,71
5031,"Denver, CO","Laramie, WY",,2024,7,1,1,2024/7/1,OO,Colorado,Wyoming,1655,1656,1,16,1712,1739,7,1750,1746,-4,0,0,55,50,27,113,DEN,0,LAR,0,0,0,0
518,"St. Louis, MO","Boston, MA",,2024,9,10,2,2024/9/10,WN,Missouri,Massachusetts,1335,1335,0,10,1345,1652,4,1715,1656,-19,0,0,160,141,127,1047,STL,0,BOS,0,0,0,0
2819,"Dallas, TX","Austin, TX",,2024,11,11,1,2024/11/11,WN,Texas,Texas,600,553,-7,7,600,637,4,705,641,-24,0,0,65,48,37,189,DAL,0,AUS,0,0,0,0
2808,"Boise, ID","Minneapolis, MN",,2024,6,23,7,2024/6/23,DL,Idaho,Minnesota,530,525,-5,12,537,849,9,917,858,-19,0,0,167,153,132,1142,BOI,0,MSP,0,0,0,0
2185,"Boston, MA","Pittsburgh, PA",,2024,3,5,2,2024/3/5,B6,Massachusetts,Pennsylvania,2214,2329,75,14,2343,102,7,6,109,63,0,0,112,100,79,496,BOS,0,PIT,63,0,0,0
3955,"Dallas/Fort Worth, TX","Tulsa, OK",,2024,4,13,6,2024/4/13,MQ,Texas,Oklahoma,1845,1844,-1,14,1858,1944,4,1954,1948,-6,0,0,69,64,46,237,DFW,0,TUL,0,0,0,0
2384,"Atlanta, GA","Jackson/Vicksburg, MS",,2024,3,3,7,2024/3/3,DL,Georgia,Mississippi,810,805,-5,10,815,814,5,834,819,-15,0,0,84,74,59,341,ATL,0,JAN,0,0,0,0
1046,"Atlanta, GA","Chicago, IL",,2024,1,19,5,2024/1/19,UA,Georgia,Illinois,1850,1853,3,18,1911,1947,21,2000,2008,8,0,0,130,135,96,606,ATL,0,ORD,0,0,0,0
1010,"Orlando, FL","Baltimore, MD",,2024,5,7,2,2024/5/7,WN,Florida,Maryland,2125,2311,106,11,2322,109,3,2345,112,87,0,0,140,121,107,787,MCO,7,BWI,0,0,0,80
4262,"Aberdeen, SD","Minneapolis, MN",,2024,4,3,3,2024/4/3,OO,South Dakota,Minnesota,1441,1431,-10,9,1440,1529,6,1557,1535,-22,0,0,76,64,49,257,ABR,0,MSP,0,0,0,0
5678,"Minot, ND","Denver, CO",,2024,1,1,1,2024/1/1,OO,North Dakota,Colorado,720,713,-7,40,753,822,6,848,828,-20,0,0,148,135,89,604,MOT,0,DEN,0,0,0,0
2301,"Sioux Falls, SD","Phoenix, AZ",,2024,11,28,4,2024/11/28,G4,South Dakota,Arizona,1329,1326,-3,25,1351,1526,7,1521,1533,12,0,0,172,187,155,1072,FSD,0,AZA,0,0,0,0
2484,"Reno, NV","Las Vegas, NV",,2024,4,15,1,2024/4/15,WN,Nevada,Nevada,1515,1532,17,23,1555,1649,6,1635,1655,20,0,0,80,83,54,345,RNO,0,LAS,0,20,0,0
895,"San Diego, CA","Honolulu, HI",,2024,10,7,1,2024/10/7,AS,California,Hawaii,936,1009,33,52,1101,1336,5,1245,1341,56,0,0,369,392,335,2614,SAN,0,HNL,0,56,0,0
2221,"Austin, TX","Dallas, TX",,2024,7,29,1,2024/7/29,WN,Texas,Texas,2030,2026,-4,7,2033,2115,11,2135,2126,-9,0,0,65,60,42,189,AUS,0,DAL,0,0,0,0
2276,"Providence, RI","Charlotte, NC",,2024,10,19,6,2024/10/19,AA,Rhode Island,North Carolina,1729,1721,-8,16,1737,1918,18,1945,1936,-9,0,0,136,135,101,683,PVD,0,CLT,0,0,0,0
2513,"Atlanta, GA","New York, NY",,2024,9,29,7,2024/9/29,B6,Georgia,New York,1905,1855,-10,23,1918,2118,15,2130,2133,3,0,0,145,158,120,762,ATL,0,LGA,0,0,0,0
1368,"Boston, MA","Norfolk, VA",,2024,4,19,5,2024/4/19,NK,Massachusetts,Virginia,1226,1222,-4,12,1234,1402,4,1415,1406,-9,0,0,109,104,88,468,BOS,0,ORF,0,0,0,0
1501,"New York, NY","Fort Lauderdale, FL",,2024,8,25,7,2024/8/25,B6,New York,Florida,1700,1710,10,37,1747,2003,18,2022,2021,-1,0,0,202,191,136,1069,JFK,0,FLL,0,0,0,0
2926,"Miami, FL","Boston, MA",,2024,9,7,6,2024/9/7,DL,Florida,Massachusetts,1107,1100,-7,13,1113,1345,9,1441,1354,-47,0,0,214,174,152,1258,MIA,0,BOS,0,0,0,0
2037,"Baltimore, MD","Miami, FL",,2024,5,14,2,2024/5/14,WN,Maryland,Florida,1400,1427,27,15,1442,1710,16,1635,1726,51,0,0,155,179,148,946,BWI,3,MIA,0,24,0,24
352,"Fort Lauderdale, FL","Houston, TX",,2024,8,24,6,2024/8/24,NK,Florida,Texas,2058,2054,-4,13,2107,2215,10,2241,2225,-16,0,0,163,151,128,966,FLL,0,IAH,0,0,0,0
3544,"Houston, TX","Dallas/Fort Worth, TX",,2024,1,15,1,2024/1/15,MQ,Texas,Texas,600,559,-1,10,609,654,19,719,713,-6,0,0,79,74,45,247,HOU,0,DFW,0,0,0,0
6327,"Salt Lake City, UT","Phoenix, AZ",,2024,12,17,2,2024/12/17,OO,Utah,Arizona,825,811,-14,39,850,1021,7,1037,1028,-9,0,0,132,137,91,507,SLC,0,PHX,0,0,0,0
409,"New York, NY","Atlanta, GA",,2024,3,2,6,2024/3/2,DL,New York,Georgia,1600,1558,-2,20,1618,1807,9,1845,1816,-29,0,0,165,138,109,762,LGA,0,ATL,0,0,0,0
455,"Chicago, IL","Dallas/Fort Worth, TX",,2024,4,4,4,2024/4/4,UA,Illinois,Texas,1249,1249,0,23,1312,1504,13,1530,1517,-13,0,0,161,148,112,802,ORD,0,DFW,0,0,0,0
3315,"Portland, OR","Seattle, WA",,2024,1,25,4,2024/1/25,OO,Oregon,Washington,1915,1914,-1,11,1925,2004,7,2014,2011,-3,0,0,59,57,39,129,PDX,0,SEA,0,0,0,0
1923,"St. Louis, MO","Denver, CO",,2024,6,13,4,2024/6/13,UA,Missouri,Colorado,905,855,-10,13,908,1000,17,1029,1017,-12,0,0,144,142,112,770,STL,0,DEN,0,0,0,0
3076,"Birmingham, AL","Chicago, IL",,2024,8,10,6,2024/8/10,WN,Alabama,Illinois,600,1259,419,9,1308,1429,5,745,1434,409,0,0,105,95,81,570,BHM,409,MDW,0,0,0,0
2155,"Chicago, IL","Houston, TX",,2024,7,18,4,2024/7/18,UA,Illinois,Texas,1935,2151,136,22,2213,14,9,2226,23,117,0,0,171,152,121,925,ORD,66,IAH,0,0,0,51
3607,"San Juan, PR","Orlando, FL",,2024,6,14,5,2024/6/14,WN,Puerto Rico,Florida,1130,1128,-2,20,1148,1416,6,1435,1422,-13,0,0,185,174,148,1189,SJU,0,MCO,0,0,0,0
3469,"Pittsburgh, PA","Newark, NJ",,2024,11,25,1,2024/11/25,YX,Pennsylvania,New Jersey,1720,1917,117,24,1941,2038,8,1900,2046,106,0,0,100,89,57,319,PIT,0,EWR,0,106,0,0
2943,"Chicago, IL","Austin, TX",,2024,7,15,1,2024/7/15,AA,Illinois,Texas,830,828,-2,15,843,1046,5,1119,1051,-28,0,0,169,143,123,977,ORD,0,AUS,0,0,0,0
4256,"Washington, DC","Boston, MA",,2024,1,16,2,2024/1/16,YX,Virginia,Massachusetts,850,850,0,63,953,1045,16,1035,1101,26,0,0,105,131,52,399,DCA,0,BOS,0,26,0,0
4195,"Las Vegas, NV","Phoenix, AZ",,2024,6,23,7,2024/6/23,WN,Nevada,Arizona,1255,1257,2,19,1316,1404,7,1415,1411,-4,0,0,80,74,48,255,LAS,0,PHX,0,0,0,0
1083,"Denver, CO","Los Angeles, CA",,2024,9,10,2,2024/9/10,UA,Colorado,California,1610,1611,1,14,1625,1720,7,1738,1727,-11,0,0,148,136,115,862,DEN,0,LAX,0,0,0,0
4130,"Dallas/Fort Worth, TX","Columbia, MO",,2024,5,22,3,2024/5/22,MQ,Texas,Missouri,1026,1025,-1,29,1054,1204,3,1223,1207,-16,0,0,117,102,70,490,DFW,0,COU,0,0,0,0
577,"Denver, CO","Spokane, WA",,2024,3,5,2,2024/3/5,UA,Colorado,Washington,1925,2005,40,14,2019,2116,8,2052,2124,32,0,0,147,139,117,836,DEN,10,GEG,0,0,0,22
5654,"Omaha, NE","Chicago, IL",,2024,7,6,6,2024/7/6,OO,Nebraska,Illinois,1835,1836,1,13,1849,1951,18,2024,2009,-15,0,0,109,93,62,416,OMA,0,ORD,0,0,0,0
3897,"Fayetteville, AR","Atlanta, GA",,2024,10,21,1,2024/10/21,OO,Arkansas,Georgia,1416,1415,-1,19,1434,1652,5,1705,1657,-8,0,0,109,102,78,589,XNA,0,ATL,0,0,0,0
3736,"Seattle, WA","San Jose, CA",,2024,6,20,4,2024/6/20,OO,Washington,California,725,715,-10,25,740,930,3,938,933,-5,0,0,133,138,110,696,SEA,0,SJC,0,0,0,0
2001,"Los Angeles, CA","Denver, CO",,2024,1,30,2,2024/1/30,WN,California,Colorado,1145,1144,-1,14,1158,1454,6,1505,1500,-5,0,0,140,136,116,862,LAX,0,DEN,0,0,0,0
5354,"Portland, ME","Philadelphia, PA",,2024,8,30,5,2024/8/30,OH,Maine,Pennsylvania,1614,1613,-1,26,1639,1748,2,1750,1750,0,0,0,96,97,69,364,PWM,0,PHL,0,0,0,0
2114,"Newark, NJ","Orlando, FL",,2024,9,10,2,2024/9/10,UA,New Jersey,Florida,1122,1113,-9,20,1133,1338,11,1411,1349,-22,0,0,169,156,125,937,EWR,0,MCO,0,0,0,0
2159,"Chicago, IL","Albany, NY",,2024,6,10,1,2024/6/10,UA,Illinois,New York,710,707,-3,18,725,956,6,1019,1002,-17,0,0,129,115,91,723,ORD,0,ALB,0,0,0,0
3901,"Detroit, MI","Atlanta, GA",,2024,3,16,6,2024/3/16,NK,Michigan,Georgia,839,831,-8,22,853,1021,28,1044,1049,5,0,0,125,138,88,594,DTW,0,ATL,0,0,0,0
1501,"Austin, TX","Las Vegas, NV",,2024,9,12,4,2024/9/12,AA,Texas,Nevada,1555,1718,83,13,1731,1802,5,1646,1807,81,0,0,171,169,151,1090,AUS,0,LAS,0,0,0,81
